id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
221,0,51,0,2,0,0,4,0,36,5,2,4,34516.0,888,33628.0,1.299,1959,42,909,26
222,0,31,0,1,2,1,3,0,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,625,417
223,0,54,1,2,3,1,0,0,46,6,2,2,2737.0,2517,220.0,533,1619,37,0.48,0.92
224,0,35,0,3,3,0,3,0,25,3,2,3,6510.0,2055,4455.0,1.042,2238,49,531,316
225,0,65,1,1,3,1,0,0,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,759,246
226,0,57,1,2,1,1,0,0,46,5,1,1,5184.0,1856,3328.0,553,1834,55,571,358
227,0,40,0,4,0,1,3,0,23,6,3,2,9760.0,1657,8103.0,1.134,4542,86,0.87,0.17
228,0,65,1,0,3,1,0,0,53,5,3,5,4161.0,2491,1670.0,0.41,1203,30,579,599
229,0,61,1,0,1,1,0,0,53,5,2,0,3396.0,802,2594.0,548,1418,36,0.5,236
230,0,52,1,2,3,1,0,0,45,3,3,3,2548.0,1683,865.0,0.75,2055,54,636,661
231,0,42,1,4,0,0,0,1,36,4,3,3,10091.0,0,10091.0,1.121,3347,64,778,0.0
232,0,61,0,0,4,1,0,0,56,6,3,4,1438.3,0,1438.3,589,1448,31,292,0.0
233,0,48,0,2,1,1,1,0,29,3,2,1,6168.0,2371,3797.0,668,4303,80,509,384
234,0,65,1,0,1,0,1,0,36,3,3,3,10962.0,1559,9403.0,708,2724,71,651,142
235,0,37,0,3,1,0,3,0,24,5,3,2,6590.0,0,6590.0,714,2449,67,634,0.0
236,0,56,0,2,1,1,4,0,46,4,1,3,27029.0,1347,25682.0,381,1302,27,421,0.05
237,0,40,1,2,3,0,0,0,29,4,3,2,2295.0,0,2295.0,699,3292,62,824,0.0
238,1,43,0,1,3,1,3,0,37,4,2,3,25517.0,321,25196.0,769,2508,44,294,13
239,0,39,0,2,1,1,3,0,28,3,2,4,26570.0,1915,24655.0,1.454,2118,33,1.062,72
240,0,57,0,1,1,1,3,0,36,3,2,2,6543.0,2260,4283.0,448,1519,31,632,345
241,0,60,0,2,3,1,2,0,50,3,1,2,9033.0,845,8188.0,663,1661,35,0.4,94
242,0,41,0,2,2,0,4,0,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,548,276
243,0,45,0,3,0,1,1,0,36,3,1,1,10619.0,607,10012.0,883,4074,65,477,57
244,0,35,0,0,5,0,2,0,18,6,2,3,2598.0,1645,953.0,765,2483,59,903,633
245,0,33,1,3,3,0,1,0,36,6,1,2,8232.0,2259,5973.0,1.158,2849,67,1.31,274
246,0,35,0,3,3,1,4,0,28,4,3,2,14869.0,0,14869.0,1.624,2753,48,1.087,0.0
247,0,50,1,1,0,1,0,0,36,6,2,2,4204.0,499,3705.0,635,4740,67,523,119
248,0,44,1,4,1,0,1,0,38,6,3,3,7881.0,2517,5364.0,738,3068,77,711,319
249,0,60,1,0,3,1,0,0,50,4,2,2,3147.0,1602,1545.0,569,1558,23,643,509
250,0,37,0,1,3,0,3,0,18,6,2,5,5110.0,1942,3168.0,749,3028,76,583,0.38
251,0,56,0,1,0,1,3,0,40,6,1,1,17450.0,2193,15257.0,419,1426,38,462,126
252,0,50,0,3,3,0,4,0,42,3,1,3,33996.0,949,33047.0,846,3569,77,571,28
253,0,34,1,2,3,0,0,0,27,4,1,1,1901.0,1176,725.0,612,2450,52,857,619
254,0,33,1,1,4,1,0,0,15,6,2,0,1741.0,1328,413.0,0.69,2629,61,649,763
255,0,51,0,4,1,1,3,0,42,6,1,2,14438.0,2517,11921.0,853,2090,47,0.88,174
256,0,36,0,3,1,0,3,0,31,6,1,1,5228.0,1443,3785.0,934,2683,62,938,276
257,0,44,1,3,2,2,1,0,34,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,432
258,0,61,1,0,3,0,1,0,56,4,3,5,7118.0,813,6305.0,475,3964,66,0.65,114
259,0,47,0,4,2,2,1,0,36,5,1,1,5570.0,1858,3712.0,783,4129,72,636,334
260,0,49,0,0,0,0,3,0,36,5,3,4,16156.0,2517,13639.0,804,4160,81,653,156
261,0,30,0,0,1,1,0,0,21,5,4,3,2490.0,1259,1231.0,1.079,2441,53,514,506
262,0,65,0,0,2,2,0,0,42,5,3,2,9706.0,1968,7738.0,1.022,3435,58,706,203
263,0,46,1,3,3,0,1,0,41,5,2,4,7457.0,0,7457.0,717,3162,64,0.73,0.0
264,0,37,1,4,1,2,1,0,22,5,1,3,2563.0,1638,925.0,681,2064,46,917,639
265,0,36,1,3,3,0,1,0,28,3,2,3,3701.0,969,2732.0,1.079,3222,86,623,262
266,0,49,0,5,1,1,3,0,36,6,2,2,2292.0,0,2292.0,976,2584,60,0.5,0.0
267,0,52,0,5,3,0,3,0,47,3,1,1,2047.0,665,1382.0,605,3452,66,692,325
268,0,46,0,2,3,1,2,0,34,4,2,0,9451.0,1280,8171.0,681,3179,79,975,135
269,0,52,0,2,5,1,3,0,38,4,2,2,12878.0,1628,11250.0,542,1968,59,735,126
270,0,33,1,4,3,0,0,0,22,5,1,2,2001.0,1217,784.0,775,3162,99,707,608
271,0,52,1,4,3,1,0,0,36,6,1,2,4592.0,2517,2075.0,572,1470,33,737,548
272,0,43,1,4,3,0,0,0,32,6,3,4,4341.0,0,4341.0,613,3825,63,537,0.0
273,0,30,1,0,3,2,0,0,17,4,1,3,4704.0,0,4704.0,1.177,3294,87,891,0.0
274,0,53,1,3,0,1,0,0,36,4,3,2,4224.0,2417,1807.0,522,1458,29,1.071,572
275,0,52,0,3,2,1,3,0,33,3,3,4,27751.0,1018,26733.0,426,1427,25,667,37
276,0,47,1,4,0,0,1,0,33,3,2,1,9148.0,561,8587.0,774,3451,59,967,61
277,0,46,1,3,3,0,0,1,39,4,3,2,12222.0,1260,10962.0,1.138,3418,78,733,103
278,0,48,0,2,1,0,3,0,36,3,2,4,10227.0,1695,8532.0,875,3577,82,783,166
279,0,42,1,3,1,0,0,1,31,5,2,3,13441.0,2517,10924.0,734,1894,49,633,187
280,0,57,0,3,3,1,3,0,46,6,2,3,5516.0,2517,2999.0,473,1532,24,0.5,456
281,0,43,0,3,3,0,2,0,30,3,2,4,19711.0,0,19711.0,1.037,3602,72,1.0,0.0
282,0,35,0,4,3,0,2,0,22,3,3,3,8717.0,719,7998.0,556,2067,59,595,82
283,0,38,0,0,3,1,2,0,33,5,4,4,11741.0,1560,10181.0,773,2143,41,783,133
284,0,63,1,1,2,0,1,0,56,5,3,2,3071.0,2044,1027.0,0.91,4433,68,659,666
285,0,36,0,1,3,0,3,0,27,3,2,4,3761.0,1710,2051.0,627,3240,65,585,455
286,0,41,0,4,1,1,2,0,29,3,2,2,4573.0,0,4573.0,703,3776,70,944,0.0
287,0,44,1,2,1,0,1,0,25,6,2,3,3299.0,2517,782.0,981,4312,84,787,763
288,0,50,0,4,3,1,1,0,38,6,3,3,2845.0,1153,1692.0,836,3730,66,941,405
289,0,47,0,3,1,1,2,0,35,5,1,2,17343.0,1280,16063.0,1.314,3170,57,629,74
290,0,39,0,2,0,0,1,0,25,4,1,3,9121.0,1426,7695.0,666,4112,80,481,156
291,1,46,0,4,3,0,3,0,36,3,1,4,1818.0,0,1818.0,672,2308,44,467,0.0
292,0,52,0,1,0,1,4,0,46,5,2,4,8596.0,2019,6577.0,677,4017,80,0.6,235
293,0,49,0,2,1,1,2,0,39,6,3,2,7223.0,1963,5260.0,852,4127,70,842,272
294,0,63,0,1,1,1,2,0,56,3,2,4,7216.0,2321,4895.0,491,1734,38,583,322
295,0,36,0,2,2,0,2,0,22,5,3,3,4511.0,754,3757.0,905,2597,71,919,167
296,0,44,0,2,1,1,3,0,38,6,3,3,9183.0,2191,6992.0,582,4503,69,643,239
297,0,51,1,3,1,0,1,0,36,6,5,2,3417.0,1482,1935.0,705,3651,60,818,434
298,1,64,0,0,3,0,0,0,36,3,3,5,3812.0,2517,1295.0,586,2325,45,731,0.66
299,1,50,0,4,3,0,4,1,32,5,3,2,34516.0,0,34516.0,321,1480,37,276,0.0
300,0,44,1,2,1,1,0,0,32,4,2,3,2485.0,1489,996.0,779,3697,77,833,599
301,1,62,1,0,5,0,0,0,50,6,3,5,2936.0,326,2610.0,935,2692,29,526,111
302,0,47,1,2,3,1,1,0,36,5,2,3,2255.0,1733,522.0,903,4772,83,729,769
303,0,56,1,3,1,0,0,0,48,6,5,3,8340.0,1902,6438.0,0.81,3755,77,833,228
304,0,45,0,1,3,1,0,0,33,4,3,4,2009.0,1795,214.0,645,3172,55,719,893
305,0,50,1,3,0,0,0,0,41,4,2,2,2563.0,1860,703.0,0.68,3774,83,804,726
306,0,40,0,3,3,1,3,1,27,3,1,2,34516.0,0,34516.0,834,3193,53,559,0.0
307,0,46,1,4,3,1,0,0,42,4,2,0,3504.0,1698,1806.0,575,4439,70,628,485
308,0,46,0,4,2,0,2,0,34,5,3,4,2369.0,1405,964.0,624,3034,51,889,593
309,0,56,0,3,1,1,3,0,45,5,2,2,4531.0,0,4531.0,491,1425,27,1.077,0.0
310,0,56,0,2,0,2,1,0,45,3,1,3,6331.0,1420,4911.0,529,3527,69,438,224
311,0,50,0,1,5,2,2,0,33,3,5,2,19939.0,0,19939.0,01.03,3342,76,462,0.0
312,1,38,0,2,3,0,4,0,36,5,2,1,34516.0,1229,33287.0,427,1797,35,296,36
313,0,57,0,2,1,0,3,0,36,6,3,0,8026.0,2202,5824.0,586,4072,72,0.6,274
314,0,42,1,3,3,0,0,0,35,5,2,4,5596.0,1086,4510.0,587,3896,65,757,194
315,0,44,0,3,4,1,1,0,36,5,2,2,11366.0,2109,9257.0,993,3495,70,795,186
316,0,44,0,4,3,0,2,0,25,3,3,2,10534.0,0,10534.0,985,3456,72,636,0.0
317,0,46,0,3,0,0,2,0,36,5,1,2,5489.0,1189,4300.0,0.95,3215,64,882,217
318,0,52,0,2,1,0,1,0,36,3,1,3,1470.0,0,1470.0,0.64,4095,63,0.75,0.0
319,0,63,0,1,3,0,0,0,56,4,2,2,7936.0,2081,5855.0,941,4247,81,841,262
320,0,52,1,2,3,1,0,0,36,3,1,3,4950.0,1829,3121.0,671,4529,73,872,369
321,0,63,0,1,1,0,0,0,51,5,3,2,6102.0,0,6102.0,639,4527,67,558,0.0
322,1,41,1,2,3,1,1,0,32,3,2,2,9576.0,0,9576.0,817,2362,49,0.4,0.0
323,0,55,0,1,3,0,3,0,44,4,3,2,2663.0,1784,879.0,785,4317,81,929,0.67
324,0,39,0,4,4,0,2,1,36,6,3,3,25133.0,0,25133.0,461,4033,73,327,0.0
325,0,44,1,3,2,1,1,0,24,3,1,4,8495.0,1537,6958.0,919,1950,31,938,181
326,0,43,1,3,2,0,0,0,32,5,3,3,4204.0,0,4204.0,1.073,3799,85,604,0.0
327,0,43,1,4,3,1,0,0,29,3,3,3,2778.0,1640,1138.0,0.82,4007,75,705,0.59
328,0,40,0,2,3,2,2,0,36,5,2,4,8624.0,0,8624.0,574,2428,53,893,0.0
329,0,50,0,1,0,1,2,0,40,6,1,4,4092.0,996,3096.0,644,2298,48,655,243
330,0,50,0,2,0,0,3,0,42,3,3,4,1645.0,0,1645.0,771,3838,60,463,0.0
331,0,45,1,4,2,2,0,0,39,5,1,2,4948.0,1655,3293.0,562,3711,64,524,334
332,1,38,0,2,3,1,2,0,36,2,3,2,1438.3,0,1438.3,461,1651,42,0.5,0.0
333,0,51,0,1,1,0,2,0,45,3,3,4,2458.0,0,2458.0,819,3377,54,929,0.0
334,0,65,0,0,1,0,1,0,53,3,2,2,2507.0,1613,894.0,1.082,3325,67,675,643
335,0,38,0,1,3,0,2,0,34,5,3,4,23391.0,1977,21414.0,558,4106,85,809,85
336,0,48,1,5,3,1,0,0,36,5,3,0,6921.0,1023,5898.0,816,4608,79,927,148
337,0,45,0,4,3,1,4,0,36,5,2,3,34516.0,880,33636.0,687,3491,64,455,25
338,0,46,1,3,3,2,0,0,37,6,1,0,9013.0,0,9013.0,597,3819,71,614,0.0
339,0,56,0,4,3,0,0,0,36,3,2,3,3057.0,1077,1980.0,934,4449,77,878,352
340,0,41,0,3,5,0,2,0,34,5,3,2,12420.0,0,12420.0,709,4422,70,628,0.0
341,0,64,1,0,0,0,0,0,36,3,1,3,7112.0,1358,5754.0,553,4951,73,587,191
342,0,46,1,2,3,0,0,0,40,4,2,4,1438.3,639,799.3,768,4427,85,735,444
343,0,41,0,2,0,1,2,0,13,4,2,2,2243.0,1944,299.0,942,3216,77,674,867
344,0,41,0,1,3,1,3,0,31,5,3,4,10239.0,2224,8015.0,545,2149,40,1.105,217
345,0,47,0,5,4,1,0,0,41,4,2,1,3532.0,0,3532.0,0.82,3162,56,0.6,0.0
346,0,62,1,0,3,2,1,0,50,3,2,4,11352.0,2517,8835.0,751,4021,56,806,222
347,0,40,0,4,3,1,0,0,34,3,1,2,2577.0,1812,765.0,666,4134,62,824,703
348,0,39,1,1,3,0,1,0,32,3,3,1,3812.0,1103,2709.0,757,4080,65,625,289
349,0,45,0,5,0,0,3,0,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,104
350,0,45,0,0,3,1,2,0,40,4,3,3,1438.3,0,1438.3,555,4869,66,737,0.0
351,0,55,1,2,2,0,1,0,35,4,4,4,1438.3,696,742.3,888,4307,76,0.9,484
352,0,46,0,4,3,0,3,0,35,6,3,3,11096.0,0,11096.0,881,3949,69,683,0.0
353,0,46,0,3,3,1,3,0,37,3,1,4,4786.0,0,4786.0,789,4347,69,683,0.0
354,0,42,0,3,1,1,4,0,36,3,1,2,19156.0,1353,17803.0,1.41,3547,61,649,71
355,0,60,1,1,4,0,1,0,50,4,1,2,4606.0,0,4606.0,857,4181,63,1.032,0.0
356,0,36,1,2,2,1,0,0,17,5,2,2,1971.0,0,1971.0,613,4979,77,571,0.0
357,0,41,1,4,3,1,1,0,33,6,3,2,6230.0,1173,5057.0,607,3769,77,0.54,188
358,0,44,0,3,1,1,3,0,36,3,3,2,22243.0,1377,20866.0,567,3200,91,717,62
359,0,44,0,4,2,0,3,0,34,4,4,3,22074.0,0,22074.0,1.199,4406,80,739,0.0
360,0,49,1,4,3,0,0,0,42,4,3,4,2162.0,1882,280.0,934,3825,70,0.75,0.87
361,1,48,0,4,2,1,3,0,32,5,2,3,25190.0,0,25190.0,467,1533,41,323,0.0
362,0,51,1,3,1,1,0,0,40,6,3,3,7540.0,773,6767.0,688,4755,58,706,103
363,0,58,1,0,0,0,0,0,48,6,2,4,2628.0,1542,1086.0,0.93,4335,76,727,587
364,0,46,0,1,3,0,3,0,41,4,2,3,8916.0,0,8916.0,631,2773,62,676,0.0
365,0,44,1,4,0,1,0,1,36,6,3,0,11879.0,0,11879.0,735,3490,62,938,0.0
366,0,65,0,0,5,0,0,0,52,3,3,4,3675.0,0,3675.0,664,3798,53,472,0.0
367,1,51,0,3,1,1,2,0,31,3,3,3,8989.0,0,8989.0,0.47,2031,53,1.038,0.0
368,0,53,0,3,3,0,3,0,46,5,2,3,9065.0,1548,7517.0,872,4030,73,0.78,171
369,0,50,1,1,4,0,0,0,39,4,2,2,1438.3,851,587.3,983,4379,64,829,592
370,1,46,1,4,0,1,0,0,36,3,3,3,1438.3,0,1438.3,346,1517,38,407,0.0
371,0,53,0,1,3,0,4,0,38,4,3,3,1891.0,922,969.0,812,3822,69,533,488
372,0,50,1,3,5,0,0,0,39,6,1,3,9966.0,0,9966.0,966,4401,60,1.069,0.0
373,0,49,0,4,3,0,3,0,36,5,1,3,1963.0,1516,447.0,872,4150,75,744,772
374,1,43,1,3,0,1,0,0,30,1,3,4,4579.0,1506,3073.0,443,1915,44,375,329
375,0,53,0,3,0,0,2,0,36,6,2,2,6836.0,1607,5229.0,524,4421,74,542,235
376,0,48,0,2,3,1,1,0,41,5,2,4,2582.0,1399,1183.0,559,2144,42,909,542
377,0,50,0,1,1,0,4,0,37,4,1,4,9758.0,1792,7966.0,626,4134,60,765,184
378,1,57,1,3,0,0,0,0,51,3,0,3,1438.3,0,1438.3,429,2113,38,267,0.0
379,0,49,0,2,1,1,3,0,36,4,3,1,3989.0,2514,1475.0,469,5189,82,519,0.63
380,0,49,1,4,0,0,0,0,44,4,2,2,2659.0,0,2659.0,0.84,4546,81,884,0.0
381,0,36,1,3,1,0,0,0,31,4,2,3,2909.0,2085,824.0,1.035,5154,80,0.86,717
382,0,48,0,4,3,1,0,0,36,4,1,2,2912.0,1501,1411.0,825,4518,90,875,515
383,0,62,0,0,3,0,3,0,56,4,3,3,1438.3,0,1438.3,794,3628,74,644,0.0
384,0,52,0,2,1,0,3,0,44,3,2,4,28186.0,1308,26878.0,679,2853,64,0.73,46
385,0,44,1,2,0,0,0,0,37,5,2,3,2568.0,1875,693.0,578,4254,85,735,0.73
386,1,45,1,2,3,1,0,0,40,6,3,3,5848.0,2517,3331.0,561,2000,32,0.28,0.43
387,0,43,1,4,3,1,0,0,38,4,2,2,2655.0,1650,1005.0,701,4025,62,0.59,621
388,0,55,1,2,1,1,0,0,36,5,1,4,1994.0,1175,819.0,794,4455,82,547,589
389,0,39,0,0,5,0,2,0,33,6,2,0,10452.0,1120,9332.0,802,3592,79,795,107
390,0,37,1,0,3,2,1,0,28,4,3,1,1920.0,0,1920.0,688,4715,81,841,0.0
391,0,48,1,4,3,0,0,0,35,3,2,2,1705.0,1192,513.0,763,4862,41,242,699
392,1,52,1,2,5,1,1,0,43,3,2,4,1822.0,1605,217.0,756,2538,39,696,881
393,0,39,1,4,0,0,1,0,34,4,2,2,10264.0,803,9461.0,802,4003,74,721,78
394,0,29,1,1,1,0,0,0,20,4,2,1,3095.0,1488,1607.0,924,4642,92,878,481
395,0,38,1,3,1,1,0,0,31,4,3,2,1854.0,0,1854.0,885,5245,89,712,0.0
396,0,50,1,2,0,0,0,0,37,6,5,2,1438.3,754,684.3,0.74,4457,69,683,524
397,0,63,1,0,2,0,0,0,44,3,4,2,1938.0,0,1938.0,536,3974,56,931,0.0
398,1,37,0,3,0,0,1,0,36,3,2,4,1696.0,0,1696.0,857,2095,43,536,0.0
399,0,42,0,2,4,0,2,0,26,6,2,3,20803.0,1747,19056.0,311,4012,60,429,84
400,0,46,0,3,2,0,3,1,38,3,3,1,34516.0,1278,33238.0,0.51,4699,73,622,37
401,0,47,1,5,3,1,0,0,42,5,1,2,3111.0,1541,1570.0,656,4570,68,511,495
402,0,46,0,3,2,1,3,0,41,4,3,1,18927.0,887,18040.0,1.065,3101,54,1.0,47
403,0,46,1,3,3,1,1,0,39,3,3,2,2644.0,2126,518.0,748,3601,66,0.65,804
404,0,55,0,2,3,0,3,0,36,3,2,1,15026.0,916,14110.0,721,3281,63,0.8,61
405,0,42,0,3,2,0,3,0,36,6,1,0,29535.0,895,28640.0,952,3934,74,644,0.03
406,0,51,1,3,0,1,0,0,39,3,3,0,8148.0,701,7447.0,819,4124,87,891,86
407,0,45,0,4,1,0,3,0,34,3,2,3,15913.0,1696,14217.0,632,4472,86,792,107
408,0,44,1,2,1,0,0,0,36,5,3,4,8685.0,0,8685.0,666,2473,56,0.6,0.0
409,0,42,0,2,3,0,1,0,28,3,1,3,1711.0,0,1711.0,983,4496,77,925,0.0
410,0,45,1,3,0,1,0,0,38,6,5,1,2728.0,0,2728.0,879,4554,75,744,0.0
411,0,45,1,3,3,1,0,0,34,6,2,3,2641.0,1336,1305.0,1.019,4224,77,791,506
412,0,50,1,0,1,1,0,0,36,4,3,2,1513.0,0,1513.0,854,4759,98,719,0.0
413,0,49,1,1,1,1,0,0,39,5,2,2,1909.0,866,1043.0,0.88,4697,83,844,454
414,0,43,0,2,2,0,4,0,37,6,3,1,14315.0,1348,12967.0,681,3694,67,718,94
415,0,41,1,2,3,1,0,0,30,6,2,4,2157.0,721,1436.0,769,4250,85,889,334
416,0,42,0,3,3,0,2,1,22,5,3,1,25293.0,1140,24153.0,01.01,4059,80,0.86,45
417,1,47,1,3,3,0,0,0,39,3,3,3,1438.3,0,1438.3,502,2476,32,778,0.0
418,0,48,1,3,2,1,0,0,36,4,1,2,2544.0,0,2544.0,759,3593,64,1.0,0.0
419,0,41,0,4,1,0,4,0,28,5,1,4,34516.0,0,34516.0,791,4004,86,755,0.0
420,1,53,1,3,2,1,0,0,43,3,2,2,3573.0,0,3573.0,842,2562,36,0.44,0.0
421,0,51,0,2,3,2,2,0,41,4,3,1,1959.0,0,1959.0,454,3737,71,614,0.0
422,0,47,0,4,1,0,1,1,32,3,3,4,18535.0,1192,17343.0,646,3780,70,667,64
423,0,37,0,2,1,0,2,0,21,5,2,2,3433.0,964,2469.0,526,4444,87,642,281
424,1,32,1,1,3,0,0,0,36,3,3,6,2761.0,0,2761.0,1.047,2753,43,654,0.0
425,0,50,0,2,1,1,4,0,38,5,6,0,10747.0,1027,9720.0,925,4538,63,658,96
426,0,45,1,4,3,0,0,0,36,5,3,2,2072.0,1544,528.0,903,4210,64,939,745
427,0,41,0,4,3,0,1,0,36,3,1,1,6507.0,1452,5055.0,802,4544,89,854,223
428,0,40,1,3,3,0,0,0,29,5,1,4,2694.0,1833,861.0,1.044,3366,56,1.074,0.68
429,0,42,1,3,3,2,0,0,36,5,2,3,3714.0,2517,1197.0,857,4715,85,848,678
430,0,35,1,2,0,0,0,0,36,3,2,1,2942.0,2100,842.0,694,4548,71,821,714
431,1,50,1,4,3,0,0,0,44,2,3,2,3201.0,2517,684.0,445,1880,42,355,786
432,0,39,1,1,4,1,1,0,36,5,3,2,2147.0,771,1376.0,0.69,4631,76,767,359
433,1,41,1,3,3,0,1,0,31,4,3,2,5655.0,1154,4501.0,702,2189,51,0.7,204
434,0,39,0,3,3,0,2,0,36,5,3,4,2527.0,2204,323.0,0.9,4598,85,771,872
435,1,49,1,0,5,1,0,0,40,3,4,4,3547.0,2517,1030.0,805,2715,45,731,0.71
436,0,51,1,1,3,1,0,0,44,6,2,0,6160.0,2258,3902.0,717,3986,80,0.6,367
437,0,41,1,4,3,0,0,0,24,3,3,1,2069.0,1393,676.0,875,4962,70,0.75,673
438,1,30,1,1,3,1,0,0,36,2,2,3,2905.0,2517,388.0,725,2487,39,393,866
439,0,48,0,3,3,1,2,0,38,6,1,0,5649.0,748,4901.0,1.077,4683,72,946,132
440,0,46,1,1,3,0,1,0,34,4,2,2,3569.0,0,3569.0,706,4186,72,636,0.0
441,0,40,1,3,0,2,1,0,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,657,344
442,1,31,1,0,4,2,0,0,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,789,0.0
443,0,39,0,4,1,1,2,0,32,4,2,2,19198.0,2218,16980.0,802,4423,90,667,116
444,1,38,0,2,0,0,4,0,30,6,3,4,4043.0,2517,1526.0,602,2600,47,621,623
445,1,56,1,1,2,0,0,0,43,3,2,2,2846.0,0,2846.0,747,2122,44,419,0.0
446,1,44,1,4,0,0,0,0,32,6,3,4,1438.3,170,1268.3,889,2527,45,406,118
